tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
571128,LAMİYE YILDIZ,2019,Çay paketleme fabrikası çalışanlarında akciğer hacim ve kapasitelerinin spirometrik yöntemlerle incelenmesi<br><span style='font-style: italic';>Investigation of lung volume and capacity in tea packaging factory employees by spirometric methods,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('RnL2J4Np-TZ4cmBMTpIbUQ','asQOtpH5NUaIhU-_D1YS_g')"
497478,HALİT ARSLAN,2017,Antepartum kan fibrinojen ve kalsiyum düzeylerinin postpartum hemogram parametrelerine etkisinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of antepartum blood fibrinogen and calcium levels on postpartum hemogram parameters,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('DCJj1VAZCLNRLauKEkIffw','qENXl9GbThEemKrwQ92Hgw')"
497481,HABİBE ŞEN,2017,Akut hışıltılı çocuklarda vitamin d ve parathormon düzeylerinde oluşan değişiklikler<br><span style='font-style: italic';>Changes in d vi̇tami̇ni̇ and parathormone levels in children with acute wheeze,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('YeRwjnE6-xIl6lgr9yB1eg','k_CugKs0XoCrqStb55cohw')"
511536,MELEK MEMOĞLU,2018,Toplumdan kazanılmış pnömoni tanısıyla yoğun bakımda yatarak tedavi görmüş hastalarda mortaliteyi etkileyen faktörler<br><span style='font-style: italic';>The factors affecting mortality in patients with community-acquired pneumonia requiring intensive care unit admission,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('6JDdThcEPrdU5jg6irGtvQ','1CUhJGf2yYojYAgJBhpV_Q')"
608298,MUSTAFA USTA,2020,Vitamin D reseptör gen varyantının gebelik sürecinde kan basıncı artışı ve preeklampsi üzerine etkisinin araştırılması<br><span style='font-style: italic';>Investigation of the effect of Vitamin D receptor gene variant on blood pressure increase and preeclampsy in pregnancy process,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('C2Kbnk07-CvjSoRo6SJR_g','UyL3rxQo4oywSZx4FM4HCA')"
682330,GÖKÇE AYDIN,2021,Koklear implant uygulanan hastalarda klinik ve radyolojik değerlendirme<br><span style='font-style: italic';>Clinical and radiological evaluation of patientswith cochlear implantation,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('PJ0wa-UjR1WCORosZgz3Rw','h23N17ZkoqE8KEip-7hSOQ')"
622264,ŞEYMA KAYA BAYSAL,2020,Her yönüyle nazal polipozis<br><span style='font-style: italic';>Nasal polyposis all aspects,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('HJI7KdMt5l9IbJ__gdHDUw','dCHE8sZoFSEARKWlDtx9lA')"
462839,AHMET HAMDİ AKTAN,2017,"Adrenal kitlelerde fenotipik görüntüleme (pozitron emisyon tomografisi, bilgisayarlı tomografi ve manyetik rezonans verilerinin ışığında adrenal kitlelerin değerlendirilmesi)<br><span style='font-style: italic';>Phenotypic imaging of adrenal masses (evaluation of adrenal masses with positron emission tomography, computed tomography and magnetic resonance imaging data)",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('jLnNMIr-JQVMooy8pl05jg','O1-dBs4VA4e0oY-MGlxIzA')"
497474,SERDAR DURAK,2017,Solid tümörü olan hastalarda hepatit b virüsü ile temasın araştırılması ve tespit politikasının değerlendirilmesi<br><span style='font-style: italic';>Investigation of the hepatitis b virus in solid tumors and their detection policy,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('ir0rdrgC2s--d-WVMExULg','q6QkXImsDUo5PsO6Y81PlA')"
673587,SEMİH ALTUNSOY,2021,Recep Tayyip Erdoğan Üniversitesi Göğüs Hastalıkları Anabilim Dalı Sigara Bırakma Polikliniğinin uzun dönem sonuçları<br><span style='font-style: italic';>Long-term outcomes of Smoking Cessation Outpatient Clinic interventions in Recep Tayyip Erdogan University Chest Diseases Department,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('x6fl4rBmIdQJQil3N0p_Bg','4rI07Dg6wXOWTS-VokFnqA')"
696198,KAMİL KONUR,2021,Aile hekimlerinin demir eksikliği ile ilgili tanı ve tedavi yaklaşımlarının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of diagnosis and treatment approaches related to iron deficiency of family physicians,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('nxkN3YqsmChttFbjop-1OQ','f7554F2ELw7cZ_uKgQv84Q')"
571478,SABRİ ÇOLAK,2013,Tekrarlayan gebelik kayıplarında scube1 düzeyinin ve carotis intima media kalınlığının değerlendirilmesi<br><span style='font-style: italic';>Evaluation of carotid artery intima media thickness and scube1 concentration in patients having recurrent pregnancy loss and not having story of it,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('c0a9p6kdeM2zTgjMBloJqg','WwGO-q8XANlCIeDGVDTEbg')"
816444,MUHAMMET ÖZTÜRK,2023,Koroner arter kronik total oklüzyonlu hastalarda kollateral dolaşımın elektrokardiyografik frontal QRS-t açısı ile ilişkisinin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of the relationship of collateral circulation and electrocardiographic frontal QRS-T angle in patients with coronary artery chronic total occlusion,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('8zDAoCXKy8VJO3FB_gTdvg','9nbClhcPMYqArZmsZ6KrHA')"
820498,ESAT KABA,2023,Parotis bezi tümörlerinin ayırıcı tanısında yapay zeka kullanımı<br><span style='font-style: italic';>Use of artificial intelligence in the differential diagnosis of parotid gland tumors,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('Zs8oXKF1ncHCQSbODMPftQ','pXLbBoOKNSPQxBftsk_JRQ')"
820503,BÜŞRA SAĞIR,2023,Obstrüktif uyku apnesi sendromu hastalarındaretina ve koroid yapılarında meydana gelenhastalıkların serum hipoksi indüklenebilirfaktör 1 alfa (HIF-1α) ve tümör nekroz faktörüalfa (TNF-α) ile değerlendirilmesi<br><span style='font-style: italic';>In patients with obstructive sleep apnea syndromeoccuring in retina and choroid structuresserum hypoxia of diseases can be inducedfactor 1 alpha (HIF-1α) and tumor necrosis factorevaluation with alpha (TNF-α),Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('Pc3eA8yrG2kIWbOXYaPoHA','jEAZcttbeK6iiwwkgzH8Cw')"
816331,İLKER YAVUZ,2023,Diffüz büyük B hücreli lenfoma tanısında ve annarbor evresini tahmin etmede hematolojikinflamatuar biyobelirteçlerin rolü<br><span style='font-style: italic';>The role of hematological inflammatory biomarkers in the diagnosis of diffuse large B-cell lymphoma and in predicting ann arbor stage,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,İç Hastalıkları = Internal diseases," onclick=tezDetay('_x1-i1X1BxDlvyX7qt5GRw','-pJRjf6DvZ9MCuwk5l3GYA')"
816443,GÖKHAN BARUTCU,2023,Ankilozan spondilit varlığının ventriküler-arteriyel couplıng artışı ile ilişkisinin araştırılması<br><span style='font-style: italic';>Investigation of the relationship of ankylosant spondilitis with increased ventricular-arterial coupling,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('SRT8uTZ7bRW6EP6V8xz8dQ','f8pVkZCplJnJL4j1bTXTCQ')"
815872,MEHMET HAKAN YUSUFOĞLU,2023,"Biyolojik ajan tedavisi alan psoriazis hastalarının klınık ve sosyodemografik özellikleri ile bu özelliklerin klinik şiddet, eklem tutulumu ve tedavi yanıtı üzerinde etkilerin değerlendirilmesi<br><span style='font-style: italic';>Assessment of the clinical and sociodemographic characteristics of psori̇azi̇s patients receiving biological agent therapy and the effects of these characteristics on clinical severity, joint involvement, and treatment",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('6I-HgAfMS9cHlMYaApyREg','hbghpekNEkKZYjwlASTOQA')"
843700,ALİHAN MADRAN,2023,Antropometrik özelliklerin düşük akımla anestezi uygulamasında desfluranın hedef alveolar konsantrasyona ulaşma süresine etkileri<br><span style='font-style: italic';>The effects of anthropometric properties on endtidal rise time of desflurane in low flow anesthesia,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('ls9mmolXLb_s8WcXBcB7jA','OSImyQPEf3jmN5Tc1gY_Fg')"
828665,AHMET NURHAK ÇAKIR,2023,Acil servise başvuran periferik arter hastalarında charlson komorbidite indeksi ile prognoz tahmini<br><span style='font-style: italic';>Prognosis prediction with charlson comorbidity index in peripheral artery patients presenting to the emergency department,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Acil Tıp = Emergency Medicine," onclick=tezDetay('5IWBJJmpaKyZHtmO2CbUow','gN7ft7EVF_q1EJoFURQwJQ')"
842531,CİHANGİR ERTÜRK,2023,Anstabil torakolumber vertebra kırıklarıntedavisinde kısa-segment pedikül fiksasyonuygulamalarının araştırılması<br><span style='font-style: italic';>Unstable thoracolumber vertebra fracturesshort-segment pedicle fixation in treatmentresearch of its applications,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('dMJgJeqoLyDt96VvmEXe5A','mKwrfmmzlOF9NvJjohcqGw')"
863110,MUHAMMED FATİH SATILMAZ,2024,Psödoeksfoliasyon sendromu ve glokomunda inflamatuar ve iskemik belirteçlerin oküler posterior segment parametrelerle korelasyonu<br><span style='font-style: italic';>Correlation of inflammatory and ischemic markers with ocular posterior segment parameters in pseudoexfoliation syndrome and glaucoma,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('wOncHsVLQ4hEC-gcTMUsiA','SmOKO48SZo0VnG_iqfbjdA')"
863005,SÜMEYYE SEKMEN,2024,3.0 tesla manyetik rezonans görüntüleme ile meme parankimi zemin            kontrastlanması ve   meme kanseri arasındaki ilişkinin araştırılması<br><span style='font-style: italic';>Evaluation of the relationship between parenchymal enhancement of the breast and breast cancer in 3.0 tesla magnetic resonance imaging,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('yqq5FBX5AUX0DhFPv4BKKg','XwsgRxobCrBlSasWcqk1vw')"
786490,SELMA TÜRKER,2023,Obstrüktif uyku apne sendromu ve ölümcül kardiyovasküler olay riski arasındaki ilişki<br><span style='font-style: italic';>Association between obstructive sleep apnea syndrome and risk of fatal cardiovascular events,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('-lVfsxdKlRPXF276B2-GYQ','p_5lKiXVdVIFUqC-q_ZQgw')"
784131,MUHAMMET SAFA AYAZOĞLU,2023,"Transüretral rezeksiyon materyallerinde prostat adenokarsinom ile benign tanı alan diğer olgularda p16, p21, p53 ve p57 ekspresyonunun incelenmesi<br><span style='font-style: italic';>Examination of p16, p21, p53 and p57 expression in other patients with benign diagnosis and prostate adenocarcinoma in transuretral resection materials",Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('XxH2ODuJBt9YyAKYGhwW2A','P8xBoI5HI3qBJpXxTYnukA')"
790889,OĞUZ GÜL,2023,Baş boyun kanserlerinde tümör tomurcuklanmasının boyun lenf nodu metastazı ve prognoz üzerine etkileri<br><span style='font-style: italic';>The effects of tumor buding in head and neck cancers on neck lymph node metastasis and prognosis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('maRcpyqDXWHhvZwNFYdeJw','XliJYgtWEOk4S7YHIZ79Iw')"
787825,HAMİYET BÜŞRA GÜNDOĞDU,2023,Karbapenem dirençli pseudomonas aeruginosa izolatlarının direnç ve virülans genlerinin taranması ve pfge ile moleküler epidemiyolojisinin incelenmesi<br><span style='font-style: italic';>Determination of the resi̇stance and virulence genes is carbapenem resistant pseudomonas aeruginosa isolates and investigation of its molecular epi̇demi̇ology by pfge,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('dt8odTApBSIaiKxugsuP3A','GfI9NA2_e6Mn-ym7kdQivw')"
787525,GÖKHAN ÖZGÜR,2013,Diyabetik maküla ödeminde intravitreal anti-vegf sonuçlarımız<br><span style='font-style: italic';>The results of intravitreal anti-vegf in diabetic macular edema,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('6857Uip56rZtxsKUjjBDhw','SPMSh5JxOh7YTqPK_GPQ6w')"
786491,BÜŞRA USLUOĞLU,2023,18-65 yaş arası kardiyovasküler risk faktörü olan bireylerde ramazan ayının yaşam tarzı değişikliklerine etkisi<br><span style='font-style: italic';>The effect of ramadan on lifestyle changes in individuals aged 18-65 with cardiovascular risk factor,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Aile Hekimliği = Family Medicine," onclick=tezDetay('OwyvK3T3Xzhkq5MK1DyOPg','wdQMyBPTBufdUKSZt-dqvg')"
787674,MUHAMMET ERGÜL,2020,Koroner arter ektazisi ile pai-1 4G/5G gen polimorfizmiarasındaki ilişkinin incelenmesi<br><span style='font-style: italic';>The relationship between coronary artery ectasia and PAİ-1 4G/5G gene polymorphi̇sms,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('zeHU0RSTWxMPIuA9NcOHrA','ZXtW_RDLbVAfBwH-ML3o3g')"
798044,MUHAMMED YUNUS AKAR,2023,Subakut granülomatöz tiroidit (DE quervaın tiroiditi) olgularımızın retrospektif değerlendirilmesi<br><span style='font-style: italic';>Retrospective evaluation of OUR subacute granulomatous thyroiditis (DE quervain\'s thyroiditis) cases,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('A-NumH5SWKWYVwJ2XDDaIQ','XDLFbl1BzEdqVhIDVJMDLw')"
786662,DERYA TOPRAK,2023,Tüberküloz sebebiyle tedavi gören hastaların demografik ve klinik özellikleri ile akciğer tüberkülozlu hastalarda tedavi başarısına etki eden faktörlerin değerlendirilmesi<br><span style='font-style: italic';>Evaluation of demographic and clinical characteristics of patients being treated for tuberculosis and factors affecting the success of treatment in patients with pulmonary tuberculosis,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('AZUHKEkaA6Rsv5r3beUUQw','eBcaqB8ExpmIMkKDF26HeQ')"
794688,ŞEYMA DİYARBAKIR,2023,Rotator manşet tendinopati olan olgularda düşük yoğunluklu lazer ve teröpatik ultrason tedavilerinin etkinliklerinin karşılaştırılması<br><span style='font-style: italic';>Comparison of the effectiveness of LOW level laser therapy and therapeuthic ultrasound treatments in patients with rotator cuff tendinopathy,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('TJAk7mO082ekhjXjK-4xnw','n4VJHe9mnYrLR7kaYUtVjQ')"
798057,TAMER GÜNDÜZ,2023,Katarakt cerrahisi sonrası gelişen arka kapsül opasitesinin sistemik ve oftalmik risk faktörlerinin analizi<br><span style='font-style: italic';>Analysis of systemic and ophthalmic risk factors of posterior capsule opacity after cataract surgery,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('RIJmMiklkduAcFYlBG0R7A','MjaDZYarwbU6B895MlVjiQ')"
792842,FATMA YAŞAR ERGÜL,2023,Tenofovir alafenamid tedavisi alan kronik hepatit B hastalarının klinik takip sonuçları<br><span style='font-style: italic';>Clinical follow UP result of chronic hepatitis b patients receiving tenofovir alafenamide treatment,Recep Tayyip Erdoğan Üniversitesi,Tıpta Uzmanlık,Klinik Bakteriyoloji ve Enfeksiyon Hastalıkları = Clinical Microbiology and Infectious Diseases," onclick=tezDetay('Eqcxs1UsNlrMLtCmH3uRMw','Wi8bzgWja_dzkj-qZbIavg')"
