tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
60783,CİHAT YÜCEL,1987,POR-8\'in (Ornithine-8-vazopressin) lokal vazokonstriktör olarak halothen anestezisinde değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('NdgrAx5MbeFgRjoN98gQvA','NdgrAx5MbeFgRjoN98gQvA')"
6538,TEOMAN SOYSAL,1989,Kronik lenfositik lösemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Hematoloji = Hematology," onclick=tezDetay('0lcdPO-t-kpCC8jWIbskbQ','0lcdPO-t-kpCC8jWIbskbQ')"
6539,ADNAN BEHÇET KAFADAR,1989,Osteogenesis imperfektanın cerrahi tedavisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('qocXDfqCJN8ToitTDWxQcA','qocXDfqCJN8ToitTDWxQcA')"
80449,R. CENGİZ ÖZGEN,1985,Rohypnol\'ün (Flunitrazepam) coroner yetmezliği olan yaşlı hastalarda atar-analgesia tekniği ile uygulanması ve cardiovasküler fonksiyonlara etkisinin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation ; Kardiyoloji = Cardiology," onclick=tezDetay('c78IsWLOJe2M1mh-2da9kw','c78IsWLOJe2M1mh-2da9kw')"
81050,FEHMİ YAZICIOĞLU,1985,Miadında hipertansiyonlu gebelerde anne serumu; fetal serum ve amnios mayii prolaktin ve osmolalite düzeyleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('G8mrmOER5eFRIiu-Bk9cfw','G8mrmOER5eFRIiu-Bk9cfw')"
2641,ATİYE BAKKAL,1987,Çocuklarda barsak parazitozlarının immün sisteme etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('9okVSEB3XOT_lhDCdMIi3A','9okVSEB3XOT_lhDCdMIi3A')"
2642,ZİYA CÜNEYT AKAR,1987,Nd: YAG laseri ile deneysel damar anastomozu<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('6b-fr0H-pHhTEn4VmJhd1w','6b-fr0H-pHhTEn4VmJhd1w')"
2643,BÜLENT CANBAZ,1987,Deneysel sinir anastomozlarında lokal kullanımda metil prednizolon asetatın etkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('Yle9pIEDRAk10YcrkQSz6g','Yle9pIEDRAk10YcrkQSz6g')"
2644,ERBUĞ KESKİN,1987,Çocukluk çağı tek taraflı fıtıklarında karşı taraf fıtığını ortaya koyabilmeyi amaçlayan klinik bir çalışma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('j2_tWd37vVL9dKXEP0kfQg','j2_tWd37vVL9dKXEP0kfQg')"
2645,ERHAN SARIŞIN,1987,Göziçi operasyonlarından sonra görülebilen enfeksiyonların tedavisi için etkin antibiyotiğin seçiminde pre-postoperatuvar konjonktival frotti ve kültür-antibiyoğram<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('faKicmzWJVUDHqEhbspfEA','faKicmzWJVUDHqEhbspfEA')"
2646,BETÜL ÖZTÜRK (KALENDER),1987,Akut romatizmal ateş tanısında jones kriterlerinin özgüllüğünün ve duyarlılığının araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('pKRg0DnEPeo7AAqQ8CXkRQ','pKRg0DnEPeo7AAqQ8CXkRQ')"
80673,SEÇKİN ERDEM,1986,Göz kapağının bazal hücreli karsinomlarınsa tedavi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('pTW5ZZpTg0Jt4F4nMuQHsg','pTW5ZZpTg0Jt4F4nMuQHsg')"
80674,BÜLENT SEZGİN,1986,Koroner arter hastalıklarında elektrokardiyogram derivasyon V1 deki T dalgası amplitüdünün önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('oz7HPwKCrx170s22FlvnLg','oz7HPwKCrx170s22FlvnLg')"
80675,PİRAYE SERDAROĞLU,1986,Behçet hastalığında sinir sistemi tutulması (46 olguda prospektif değerlendirme)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('MemzWmHO-a796CqZzGv8tA','MemzWmHO-a796CqZzGv8tA')"
80676,NUR SOLMAZER,1986,Midazolam hidroklorid ve Thiopentone\'nin göz içi basıncı üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('mLdJoQaqQR1rW-dbs0XmoA','mLdJoQaqQR1rW-dbs0XmoA')"
159139,METE KEMAL SOYTÜRK,1984,Hipertansif üveitte tıbbi ve cerrahi tedavi sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('hObUA6oa4o8_rTZGtFpu6w','ZRyqjrnAKlUdW7KOZjRkig')"
7478,SERGÜLEN DERVİŞOĞLU,1989,Timusun aksidental atrofisistres involüsyonu (mikroskobik değerlendirme)<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('Ln3d-o2H7LNq3lfGntDWVA','Ln3d-o2H7LNq3lfGntDWVA')"
7479,RADWAN MOUSLLİE,1989,İki yıl içinde kliniğimizde incelenen medulla spinalis sendromlarının klinik ve yardımcı tanı metodları yönünden retrospektif değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('8hjEjrmoSX3tnF_I-uGs3g','8hjEjrmoSX3tnF_I-uGs3g')"
80805,ALEV KADIOĞLU,1985,Duedonum sondası aracılığı ile Baryum ve Metilselüloz verilerek yapılan çift kontrastlı ince barsak tetkikinin diagnostik radyolojiye katkısı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('yoThaEHKsFbVzsprRR537g','yoThaEHKsFbVzsprRR537g')"
7480,METE HAZİNEDAROĞLU,1989,Epilepside bilgisayarlı tomografi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('kErWx7a0JFcNnxEA4l5BdA','kErWx7a0JFcNnxEA4l5BdA')"
6333,FARUK ABİT,1988,Normal popülasyonda çeşitli yaş gruplarındaki gözyaşı salgısı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('UwfMWMZBAT9EmaN3k0C8Ow','UwfMWMZBAT9EmaN3k0C8Ow')"
6334,ABUT KEBUDİ,1988,Deneysel ekstrahepatik kolestazda oluşan akut böbrek yetersizliği etyopatogenezi üzerine oral laktulozun etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('tt8vNBwEuhkaXuUb9cY3ug','tt8vNBwEuhkaXuUb9cY3ug')"
6335,FARUK AYGÜN,1988,Kalça kırığı olan osteoporozlu olgularda risk faktörleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation ; Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('ckxjUZh9MNe2xq1celTWiw','ckxjUZh9MNe2xq1celTWiw')"
6336,GÜLTEN MANAV,1988,Primer açık açılı glokomun tıbbi tedavisinde seçenek olarak befunolol hidrokloridin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('u2Nr5-jOTtds98D-_7gYeQ','u2Nr5-jOTtds98D-_7gYeQ')"
81005,SİNTO LEVİ,1985,Esansiyel hipertansiyonda Verapamil\'in akut etkilerinin kansız yöntemlerle araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('JosicW9w__Qm1Is5rtxJEA','JosicW9w__Qm1Is5rtxJEA')"
13239,EMİNE AKTUNÇ,1989,Eritema nodozum ile tüberkülin duyarlılığı ilişkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('H-svjgLF2zCKXXM8_rbxgA','H-svjgLF2zCKXXM8_rbxgA')"
13240,ERTUĞ KORUYUCU,1990,Koklear otoskleroz tedavisinde sodyum florür kullanımı<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('ZDVDfnL4uiAYlsXFvGtkBQ','ZDVDfnL4uiAYlsXFvGtkBQ')"
81054,HALDUN ERTÜRK,1985,Halluks valgus ve cerrahi tedavisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('A-netf3GjM4h64ZpbG6mjg','A-netf3GjM4h64ZpbG6mjg')"
2647,HÜSEYİN SELUKİ,1987,1968-1987 arasında izlenen 23 primer hiperparatiroidi vakasının klinik ve laboratuvar yönünden incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('nsmKuiTh5MwwuLVAhC6lEQ','nsmKuiTh5MwwuLVAhC6lEQ')"
2648,IŞILAY ÜN,1987,Prolaktin salgılanma durumunun incelenmesinde oral metoklopramid testi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('yjN1RYsc0pD4dCx9TT8YLQ','yjN1RYsc0pD4dCx9TT8YLQ')"
2649,MEFKURE PLATİN,1987,Akut miyokard infarktüsü seyrinde sodyum nitroprussid etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('O9_62h30WIw9w5mqgPztDg','O9_62h30WIw9w5mqgPztDg')"
2650,HALİL ÖNDER BAHÇECİOĞLU,1987,Kinosian tekniği ile yapılan dakriosistorinostomi ameliyatının bikanaliküler silikon tüp entubasyonu ile modifikasyonu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('_rEYGsr53S9xCAcGJog9zQ','_rEYGsr53S9xCAcGJog9zQ')"
158506,AYŞE ÖZERGİN,1984,"Kollagenozlarda Sjögren Sendromunun sıklığı, özellikleri ve Sjögren Sendromu tanısında küçük tükrük bezi biopsisinin yeri<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Allerji ve İmmünoloji = Allergy and Immunology ; Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('9En9Y_T7YUBT1hMudtNnKw','4-k8GzF_tPCqCZzmVdPlZQ')"
80678,RİFAT REHA BİLGİN,1986,Demansiyel sendromlar - (Özellikle alzheimer tipi demansiyel sendromlu hastalarda klinik tanı ve yardımcı laboratuvar bulgularının katkılarının değerlendirilmesi)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('W6pKgC3FwBYvF3GMp4Mvdw','W6pKgC3FwBYvF3GMp4Mvdw')"
80679,CENGİZ YÜCEL,1985,"Sifilis testleri, tanı ve tedavi etkinliği değerlendirilmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('0LrQnsiox2rT1s92HtGpcA','0LrQnsiox2rT1s92HtGpcA')"
7482,NİL SAYINER,1988,Lomber disk hernisine bağlı radikülopatilerin tedavisinde epidural streoid ve fizik tedavi uygulamalarından hot-pack ve ultrasonla alınan sonuçların karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('5PCgLW1DIimgXf4q4gv09A','5PCgLW1DIimgXf4q4gv09A')"
7861,NASER GHOLAMY TERD,1989,İdrardan izole edilen non-fermentatif gram negatif çomakların tanısı ve kematerapötiklere duyarlılıklarının saptanması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('mKopH84oKeqWAAYJUTcJhA','mKopH84oKeqWAAYJUTcJhA')"
80793,HÜSEYİN RAHMİ URFA,1985,"Larenks kanserinde evre, lokalizasyon, ve histolojiye göre akciğer metastazlarının araştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('CJqQ6KQr1L4ESIr-uYXgSA','CJqQ6KQr1L4ESIr-uYXgSA')"
80797,KENAN DEMİRKOL,1985,Reküran peptik ülserin önlenmesinde alkalen duodenal içeriğin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('_8Sb7-iabz6ZFbvOhXI1Gw','_8Sb7-iabz6ZFbvOhXI1Gw')"
80953,HERVE GİZ,1985,Verruca\'larda 5-fluorouracil tedavisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('G1odTKIwOrXoz1ZbiDtuJg','G1odTKIwOrXoz1ZbiDtuJg')"
81006,HATİCE ÇATAKLI ÖZEK,1985,"Malabsorbsiyon hastalıklarında karoten, Vitamin A, Vitamin E ve retinol bağlayan protein düzeyleri, tedaviye yanıt ve karşılıklı etkileşimleri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('CtBmv9lyOZ-MNauU3rX3xw','CtBmv9lyOZ-MNauU3rX3xw')"
81007,AYDAN ORAL,1985,Raynaud sendromunda calcitoninin dijital arteryel kan akımına etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('YpxtRsbCkofZ_1Vb9ib2AA','YpxtRsbCkofZ_1Vb9ib2AA')"
13753,FETTAH SAMETOĞLU,1990,Graves hastalığının tanısında TSH-reseptör antikorlarının tayininin değeri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('rxFB5qnQL11c3PRiUxxDQg','rxFB5qnQL11c3PRiUxxDQg')"
80402,ORHAN YALÇIN,1985,Kronik anal fissürlerin tedavisinde \'Lateral İnternal Sfinkterotomi\'nin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('p4tmYnxsvWbux2gT1iQsBw','p4tmYnxsvWbux2gT1iQsBw')"
6337,GÜLAY DOĞANCALI ŞAKİROĞLU,1988,80 diskoid lupus eritematozuslu hastada klinik ve laboratuvar özelliklerin araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('gVhUw9nAjt3ifyMD-PMAWA','gVhUw9nAjt3ifyMD-PMAWA')"
6338,ALLEGRA MOTRO,1988,8-18 yaş grubu Türk çocuklarında arteriyel kan basıncı değerleri kan basıncının püberte ile ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('8qxBSSl2q0Sta9PyuNDaGw','8qxBSSl2q0Sta9PyuNDaGw')"
158516,SELMA BERKMAN,1984,Ferropenik çocuklarda kan kurşun düzeyleri ve elektroensefalografi bulguları<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('wTsF4lt4Xq6Kf_p6mNagDQ','y_w_DurFOvxAROmo11u6pg')"
7483,ERCAN YÜCE,1989,Parsiyel larenjektomili hastalarda postoperatuar solunum fonksiyonlarının değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('udiE26KJPVcZOPpHZ9WQYg','udiE26KJPVcZOPpHZ9WQYg')"
7484,CAVİDE GÜRSOY (CANBAZOĞLU),1989,Arka segmentli tutan göz travmalarında prognoz<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('sGj3yUb5606Cnov2lTha7g','sGj3yUb5606Cnov2lTha7g')"
7485,M.EŞBER OKAN,1989,İnfertilitede homolog artifisyel inseminasyon<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('zXXm_-gVLTTIHtWDq7bGNg','zXXm_-gVLTTIHtWDq7bGNg')"
7486,REYHAN TAYAN,1989,"83 vitiligolu olgunun klinik özellikleri, HLA doku grubu antijenleri ve erken tedavi sonuçlarının değerlendirilmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('9T-lCNYyqGdPTLzFuRRcKw','9T-lCNYyqGdPTLzFuRRcKw')"
80621,FAİK BANKEROĞLU,1986,Psödofak ve afaklarda yakın binoküler görme fonksiyonları üzerine bir araştırma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('iVr7PR9MVUaiQImG-6S6RQ','iVr7PR9MVUaiQImG-6S6RQ')"
80622,NİLGÜN BAYIR,1986,İndüksiyon ajanı olarak midazolam ve Thiopentone\'un karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('JZ3KdS_kiITC9GWzyZS0Cg','JZ3KdS_kiITC9GWzyZS0Cg')"
2651,B. FİKRET KUTLU,1987,Diastolic pressure time index (DPTI)\'nin sistemik dolaşım performansına etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('OhMQTCmQ5SjyAgo26D2uNQ','OhMQTCmQ5SjyAgo26D2uNQ')"
2652,TURGAY ERGİNEL,1987,Total özofajektomi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('93NLhcSWLJMtDE6UCvLjpA','93NLhcSWLJMtDE6UCvLjpA')"
150288,ORHAN KARAKAŞLAR,1984,Retinoblastomada klinikpatoloji ve prognaz<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('HQ5KXNj9UBcUgAYec0-Ciw','f-Dh0lHyIff9_WtYdyyuog')"
81008,DİLEK YILMAZ BAYHAN,1985,Habis fibröz histiyositom 112 vakada ışık ve elektron mikroskopik inceleme<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('rq4diHq2273L4rjuEYhkzw','rq4diHq2273L4rjuEYhkzw')"
81010,ERKUT BATUR,1985,Doku genişleticiler ve bunların kulak rekonstrüksiyonunda kullanımı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Plastik ve Rekonstrüktif Cerrahi = Plastic and Reconstructive Surgery," onclick=tezDetay('kjlCPWHjS_j92oQe8UhcHg','kjlCPWHjS_j92oQe8UhcHg')"
80682,ALAADDİN ÇELİK,1985,Konjenital hipertrofik pilor stenozu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('e6Ux_6Uh--FSaieN296xag','e6Ux_6Uh--FSaieN296xag')"
7487,KEMAL BAYSAL,1989,"Düşük ve yüksek dozlarda asetilsalisilik asit uygulamasının, sıçanlarda eritrosit membranındaki Na+K+ATPaz aktivitesine akut ve kronik etkileri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('NcISyRefAGeJTjyOx1U5VQ','NcISyRefAGeJTjyOx1U5VQ')"
7488,ÜMİT ERGUN,1989,"Tiroid kitle lezyonlarında ultrasonografi, sintigrafi ve patoloji sonuçlarının karşılaştırılması<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('aWr66uVLi5ARlq6JXadJPw','aWr66uVLi5ARlq6JXadJPw')"
7489,DİLAVER AKDUR,1989,Anevrizmal subaraknoid kanamalarda anjiografi ve bilgisayarlı tomografi bulgularının karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('jP_3UUnoZHCfPZJOxQawVQ','jP_3UUnoZHCfPZJOxQawVQ')"
80809,SERVET RÜŞTÜ KARAHAN,1985,Deneysel portakaval sonrası karaciğer atrofisine izole karaciğer hücre transplantasyonunun etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('9ulHIRX7cwulncCHpNItzQ','9ulHIRX7cwulncCHpNItzQ')"
157543,NİLGÜN YILBAZ,1989,"İdrardan izole edilen bakterilere ofloksasinin in vitro aktivitesinde inokulum miktarının, ortamın pH, kalsiyum ve magnezyum konsantrasyonunun etkisi<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('VR1OlogF2-iM9Wy2xo567A','rysrJlGxbIowr_dqjxTFSg')"
6339,SEZAİ SEVENGİL,1989,Kolesteatomlu kronik otitis cerrahisinde açık ve kapalı kavite tekniklerinin günümüz koşullarında tartışılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('XPjolfZZNTEWyvDk2GALpw','XPjolfZZNTEWyvDk2GALpw')"
6340,SEZAİ SEVENGİL,1988,Altracurium besylate ve vecuronium bramürün göz içi basıncına etkilerinin değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('llQ_GkZpqx6JaSQ9N0tBGg','llQ_GkZpqx6JaSQ9N0tBGg')"
80352,BELGİN İZGİ,1986,Primer açık açılı glokomda argon laser trabeküloplasti<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('x2E9iFiHz6AS77SjP9EMXw','x2E9iFiHz6AS77SjP9EMXw')"
80354,MACİD NAMDAR,1986,Femur trokanterler bölge kırıklarının ender çivileriyle tedavisive sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('r5oMge9rFvsoBwIzqiOQbQ','r5oMge9rFvsoBwIzqiOQbQ')"
81014,TEVFİK GÖZÜM,1985,Deneysel omurilik travmasında T.R.H. (Thyrotropin-Releasing Hormone) ve deksametazon tedavileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('uXEkpsP0yCpiZVWQMdLDAA','uXEkpsP0yCpiZVWQMdLDAA')"
80560,NİHAN GÜL GÖKDEMİR,1986,9-12 ay arası süt çocuklarının kreş ve gündüz bakım evine devam edenlerle evde büyüyenlerin büyüme gelişme karşılaştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('u3d8YWkZkuzUn4L6vhURvg','u3d8YWkZkuzUn4L6vhURvg')"
7856,TAHİR KARADENİZ,1989,Yüzeyel mesane tümörlerinde intravezikal BCG ile immünoterapi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Üroloji = Urology," onclick=tezDetay('m8XXLEd_vbh2uf7ELHRibg','m8XXLEd_vbh2uf7ELHRibg')"
81018,MEHMET EMİN TINAZ,1985,"Burun ve paranazal sinüslerin habis tümörlerinin histopatolojik spektrumu, tanı ve tedavi sonuçları<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('j3A_PT4yRtc65A24BFuLGw','j3A_PT4yRtc65A24BFuLGw')"
80561,KADİR GÜRKAN,1986,Konjestif kalb yetersizliğinde kısa süreli enalapril tedavisi klinik ve hemodinamik değerlendirme<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('4ybdYt4WfbRtAESm5LmYfw','4ybdYt4WfbRtAESm5LmYfw')"
80623,AYHAN ATAH,1986,"Hiesutizmde, devamlı veya siklik spironolactone uygulamasının menstruasyon bozukluklarının ortaya çıkışına etkisinin araştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('tVolPo76flYXKBdUHCkUoA','tVolPo76flYXKBdUHCkUoA')"
